,task_eng,std,seconds,seconds_interaction
3447,0.02766750047570205,0.04018303922445612,38.300000000000004,0.0
3448,0.02766750047570205,0.04018303922445612,38.31111111111111,0.011111111111111112
3449,0.02766750047570205,0.04018303922445612,38.32222222222222,0.022222222222222223
3450,0.02766750047570205,0.04018303922445612,38.333333333333336,0.03333333333333333
3451,0.02766750047570205,0.04018303922445612,38.34444444444445,0.044444444444444446
3452,0.02766750047570205,0.04018303922445612,38.355555555555554,0.05555555555555556
3453,0.02766750047570205,0.04018303922445612,38.36666666666667,0.06666666666666667
3454,0.02766750047570205,0.04018303922445612,38.37777777777778,0.07777777777777778
3455,0.02766750047570205,0.04018303922445612,38.38888888888889,0.08888888888888889
3456,0.02766750047570205,0.04018303922445612,38.4,0.1
3457,0.02766750047570205,0.04018303922445612,38.41111111111111,0.11111111111111112
3458,0.02766750047570205,0.04018303922445612,38.422222222222224,0.12222222222222223
3459,0.02766750047570205,0.04018303922445612,38.43333333333334,0.13333333333333333
3460,0.02766750047570205,0.04018303922445612,38.44444444444444,0.14444444444444446
3461,0.02766750047570205,0.04018303922445612,38.455555555555556,0.15555555555555556
3462,0.02766750047570205,0.04018303922445612,38.46666666666667,0.16666666666666669
3463,0.02766750047570205,0.04018303922445612,38.47777777777778,0.17777777777777778
3464,0.02766750047570205,0.04018303922445612,38.48888888888889,0.18888888888888888
3465,0.02766750047570205,0.04018303922445612,38.5,0.2
3466,0.02766750047570205,0.04018303922445612,38.51111111111111,0.2111111111111111
3467,0.02766750047570205,0.04018303922445612,38.522222222222226,0.22222222222222224
3468,0.02766750047570205,0.04018303922445612,38.53333333333333,0.23333333333333334
3469,0.02766750047570205,0.04018303922445612,38.544444444444444,0.24444444444444446
3470,0.02766750047570205,0.04018303922445612,38.55555555555556,0.2555555555555556
3471,0.02766750047570205,0.04018303922445612,38.56666666666667,0.26666666666666666
3472,0.02766750047570205,0.04018303922445612,38.577777777777776,0.2777777777777778
3473,0.02766750047570205,0.04018303922445612,38.58888888888889,0.2888888888888889
3474,0.02766750047570205,0.04018303922445612,38.6,0.3
3475,0.02766750047570205,0.04018303922445612,38.611111111111114,0.3111111111111111
3476,0.02766750047570205,0.04018303922445612,38.62222222222223,0.32222222222222224
3477,0.02766750047570205,0.04018303922445612,38.63333333333333,0.33333333333333337
3478,0.02766750047570205,0.04018303922445612,38.644444444444446,0.34444444444444444
3479,0.02766750047570205,0.04018303922445612,38.65555555555556,0.35555555555555557
3480,0.02766750047570205,0.04018303922445612,38.66666666666667,0.3666666666666667
3481,0.02766750047570205,0.04018303922445612,38.67777777777778,0.37777777777777777
3482,0.02766750047570205,0.04018303922445612,38.68888888888889,0.3888888888888889
3483,0.02766750047570205,0.04018303922445612,38.7,0.4
3484,0.02766750047570205,0.04018303922445612,38.711111111111116,0.41111111111111115
3485,0.02766750047570205,0.04018303922445612,38.72222222222222,0.4222222222222222
3486,0.02766750047570205,0.04018303922445612,38.733333333333334,0.43333333333333335
3487,0.02766750047570205,0.04018303922445612,38.74444444444445,0.4444444444444445
3488,0.02766750047570205,0.04018303922445612,38.75555555555556,0.45555555555555555
3489,0.02766750047570205,0.04018303922445612,38.766666666666666,0.4666666666666667
3490,0.02766750047570205,0.04018303922445612,38.77777777777778,0.4777777777777778
3491,0.02766750047570205,0.04018303922445612,38.78888888888889,0.48888888888888893
3492,0.02766750047570205,0.04018303922445612,38.800000000000004,0.5
3493,0.02766750047570205,0.04018303922445612,38.81111111111111,0.5111111111111112
3494,0.02766750047570205,0.04018303922445612,38.82222222222222,0.5222222222222223
3495,0.02766750047570205,0.04018303922445612,38.833333333333336,0.5333333333333333
3496,0.02766750047570205,0.04018303922445612,38.84444444444445,0.5444444444444445
3497,0.02766750047570205,0.04018303922445612,38.855555555555554,0.5555555555555556
3498,0.02766750047570205,0.04018303922445612,38.86666666666667,0.5666666666666667
3499,0.02766750047570205,0.04018303922445612,38.87777777777778,0.5777777777777778
3500,0.02766750047570205,0.04018303922445612,38.88888888888889,0.5888888888888889
3501,0.02766750047570205,0.04018303922445612,38.9,0.6
3502,0.02766750047570205,0.04018303922445612,38.91111111111111,0.6111111111111112
3503,0.02766750047570205,0.04018303922445612,38.922222222222224,0.6222222222222222
3504,0.02766750047570205,0.04018303922445612,38.93333333333334,0.6333333333333333
3505,0.02766750047570205,0.04018303922445612,38.94444444444444,0.6444444444444445
