,task_eng_triad_01,task_eng_triad_02,task_eng_triad_04,task_eng_triad_06,task_eng_triad_07,task_eng_triad_08,task_eng_triad_09,task_eng_triad_10,task_eng_triad_11,task_eng_triad_12,task_eng_triad_13,groups,avg_task_eng,seconds
0,0.012867913,0.0085520465,0.016783832,0.178714672138793,0.0,0.0,0.0,0.154463203059416,0.01455088144762615,0.0,0.0,11,0.03508477710416683,0.0
1,0.012867913,0.0085520465,0.016783832,0.059571557379597656,0.0,0.0,0.0,0.05372633149892719,0.01455088144762615,0.0,0.0,11,0.015095687438741,0.011111111111111112
2,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.022222222222222223
3,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.03333333333333333
4,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.044444444444444446
5,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.05555555555555556
6,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.06666666666666667
7,0.012867913,0.017857598500000002,0.016783832,0.0,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.005947101878755359,0.07777777777777778
8,0.012867913,0.017857598500000002,0.016783832,0.0060939588968690886,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.006501098142107095,0.08888888888888889
9,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.007609090668810564,0.1
10,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.007609090668810564,0.11111111111111112
11,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.007609090668810564,0.12222222222222223
12,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.007609090668810564,0.13333333333333333
13,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.0,11,0.007609090668810564,0.14444444444444446
14,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.00576295000000001,11,0.00813299521426511,0.15555555555555556
15,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.01728885,11,0.009180804305174201,0.16666666666666669
16,0.012867913,0.017857598500000002,0.016783832,0.01828187669060725,0.0,0.0,0.0,0.0033578957186828,0.01455088144762615,0.0,0.01728885,11,0.009180804305174201,0.17777777777777778
17,0.012867913,0.017857598500000002,0.016783832,0.014864400492802285,2.867133333333333e-05,0.0,0.0,0.0033578957186828,0.011441718745141933,0.0,0.01728885,11,0.008590079980905486,0.18888888888888888
18,0.012867913,0.017857598500000002,0.016783832,0.00802944809719235,8.6014e-05,0.0,0.0,0.0033578957186828,0.0052233933401735,0.0,0.01728885,11,0.007408631332368059,0.2
19,0.012867913,0.017857598500000002,0.016783832,0.00802944809719235,8.6014e-05,0.0,0.0,0.0033578957186828,0.0052233933401735,0.0,0.01728885,11,0.007408631332368059,0.2111111111111111
20,0.012867913,0.017857598500000002,0.016783832,0.00802944809719235,8.6014e-05,0.0,0.0,0.0033578957186828,0.0052233933401735,0.0,0.01728885,11,0.007408631332368059,0.22222222222222224
21,0.012867913,0.017857598500000002,0.016783832,0.00802944809719235,8.6014e-05,0.0,0.0,0.0033578957186828,0.0052233933401735,0.0,0.01728885,11,0.007408631332368059,0.23333333333333334
22,0.012867913,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.012959466666666688,0.0,0.0033578957186828,0.0052233933401735,0.0,0.01728885,11,0.00859458412024685,0.24444444444444446
23,0.012867913,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.004329383333333363,0.01728885,11,0.00957723108994382,0.2555555555555556
24,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.26666666666666666
25,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.2777777777777778
26,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.2888888888888889
27,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.3
28,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.3111111111111111
29,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.0,0.0033578957186828,0.0052233933401735,0.01298815,0.01728885,11,0.010372211150549876,0.32222222222222224
30,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,4.3259229531855694e-17,0.003357895718682829,0.005223393340173508,0.01298815,0.01728885,11,0.010372211150549886,0.33333333333333337
31,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.008658766666666682,0.009149495718682808,0.0067143033401735035,0.01298815,0.01728885,11,0.011821418120246851,0.34444444444444444
32,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.012546021605095332,0.35555555555555557
33,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.012546021605095332,0.3666666666666667
34,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.012546021605095332,0.37777777777777777
35,0.012953927,0.017857598500000002,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.012546021605095332,0.3888888888888889
36,0.012953927,0.01616568,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01239221083236806,0.4
37,0.012953927,0.01616568,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01239221083236806,0.41111111111111115
38,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.4222222222222222
39,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.43333333333333335
40,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.4444444444444445
41,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.45555555555555555
42,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.4666666666666667
43,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.4777777777777778
44,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.48888888888888893
45,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.5
46,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.5111111111111112
47,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.5222222222222223
48,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.5333333333333333
49,0.012953927,0.0153197205,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.01231530542327715,0.5444444444444445
50,0.012953927,0.0144737615,0.016869845999999997,0.00802944809719235,8.6014e-05,0.0194392,0.01298815,0.0120452957186828,0.007459758340173501,0.01298815,0.01728885,11,0.012238400059640787,0.5555555555555556
